sent_correct	sent_wrong
Прислушайтесь, господа политики, к этой развернувшейся в интернете дискуссии, и вы увидите, что от многих своих потенциальных избирателей вы уже безнадежно отстаете.	Прислушайтесь, господа политики, к этой развернувшейся в интернете дискуссии, и вы увидите, что от многих своих потенциальных избирателей вы уже безнадежно отстаем.
Но не факт, что лично вы в это число войдете.	Но не факт, что лично вы в это число войдем.
Я надеюсь, вы не очень сильно храпите?	Я надеюсь, вы не очень сильно храпим?
Адрес прикреплён к определенному кафе, и если оно не может исполнить его, вы никоим образом свой заказ не получите.	Адрес прикреплён к определенному кафе, и если оно не может исполнить его, вы никоим образом свой заказ не получим.
Вы правильно нас поддерживаете, а мы правильно работаем.	Вы правильно нас поддерживаем, а мы правильно работаем.
С преподавателями у нас всегда остается дистанция - вы им выкладываете всю подноготную, они слушают, хвалят и уходят - такие же непроницаемые и уже ненужные.	С преподавателями у нас всегда остается дистанция - вы им выкладываем всю подноготную, они слушают, хвалят и уходят - такие же непроницаемые и уже ненужные.
Этот храм я посещал неоднократно, заходишь в храм и ощущение такое, что гора твоих проблем с плеч сваливается и остается у входа, а ты отдыхаешь душой	Этот храм я посещал неоднократно, заходишь в храм и ощущение такое, что гора твоих проблем с плеч сваливается и остается у входа, а ты отдыхаю душой
Разгоняя твою тоску, они будут наговаривать свои простые истории, возвращая к жизни, из которой ты так упорно сбегаешь.	Разгоняя твою тоску, они будут наговаривать свои простые истории, возвращая к жизни, из которой ты так упорно сбегаю.
До этого дискуссии были или закрытыми, или неофициальными.	До этого дискуссии были или закрытой, или неофициальными.
Преподаватели знающие, дающие материал.	Преподаватели знающий, дающие материал.
"Ближайшие дни будут решающими: если ситуация не наладится, то, скорее всего, о банкротстве объявит еще ряд учреждений, - говорит независимый эксперт Дмитрий Курбатский.	"Ближайшие дни будут решающим: если ситуация не наладится, то, скорее всего, о банкротстве объявит еще ряд учреждений, - говорит независимый эксперт Дмитрий Курбатский.
Жители были вынуждены искать выход самостоятельно.	Жители были вынужден искать выход самостоятельно.
Цены немного завышенные, но это за сервис по доставке.	Цены немного завышенная, но это за сервис по доставке.
Индонезия расположена на островах Зондского архипелага, а её острова связаны между собой только морским и воздушным сообщением.	Индонезия расположена на островах Зондского архипелага, а её острова связан между собой только морским и воздушным сообщением.
Индонезия расположена на островах Зондского архипелага, а её острова связаны между собой только морским и воздушным сообщением.	Индонезия расположена на островах Зондского архипелага, а её острова связанный между собой только морским и воздушным сообщением.
Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждены заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.	Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынужденное заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.
По жалобам, которые приняты в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.	По жалобам, которые принят в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.
Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждены заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.	Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынужденная заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.
По жалобам, которые приняты в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.	По жалобам, которые принятая в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.
Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждены заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.	Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждено заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.
Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждены заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.	Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынужден заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.
Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждены заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.	Ленин формулировал свою позицию так: ``Для революционной войны нужна армия, а у нас армии нет... Несомненно, мир, который мы вынуждена заключать сейчас, -- мир похабный, но если начнётся война, то наше правительство будет сметено и мир будет заключён другим правительством&#39;&#39;.
По жалобам, которые приняты в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.	По жалобам, которые принята в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.
Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданы с использованием скелетной анимации.	Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданное с использованием скелетной анимации.
Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданы с использованием скелетной анимации.	Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые создана с использованием скелетной анимации.
По жалобам, которые приняты в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.	По жалобам, которые принято в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.
По жалобам, которые приняты в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.	По жалобам, которые принятое в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.
Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданы с использованием скелетной анимации.	Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданный с использованием скелетной анимации.
Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданы с использованием скелетной анимации.	Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые создано с использованием скелетной анимации.
Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданы с использованием скелетной анимации.	Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданная с использованием скелетной анимации.
Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые созданы с использованием скелетной анимации.	Прямая кинематика применяются к моделям каких-либо персонажей или объектов, которые создан с использованием скелетной анимации.
По жалобам, которые приняты в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.	По жалобам, которые принятый в работу, уполномоченный обязан отчитываться перед заявителями не реже 1 раза в 2 месяца.
Если деформация 1-х пальцев выраженная, то лучше оперироваться.	Если деформация 1-х пальцев выраженные, то лучше оперироваться.
Дорога Олонец-Сортавала, убитая насмерть.	Дорога Олонец-Сортавала, убитые насмерть.
Территория была снова захвачена англичанами в ходе войны Королевы Анны (1702 -- 1713), и это завоевание было закреплено Утрехтским мирным договором.	Территория была снова захваченные англичанами в ходе войны Королевы Анны (1702 -- 1713), и это завоевание было закреплено Утрехтским мирным договором.
Ассортимент большой,персонал уставший какой-то.	Ассортимент большой,персонал уставшие какой-то.
Его ЦК должен выдавать не идеи, придуманные аппаратом (хотя я решительно против ставшей в последнее время чуть ли не модой все валить на аппарат), а формулировать коренные интересы молодежи.	Его ЦК должен выдавать не идеи, придуманные аппаратом (хотя я решительно против ставших в последнее время чуть ли не модой все валить на аппарат), а формулировать коренные интересы молодежи.
То есть здесь в основе - четкий классовый подход, который был определяющим в ходе репрессий по "кулацкой операции" НКВД в 1937-1938 гг.	То есть здесь в основе - четкий классовый подход, который был определяющими в ходе репрессий по "кулацкой операции" НКВД в 1937-1938 гг.
Стропило, означающее победителя, окрашено в красный цвет -- цвет гербового щита Москвы, стропило, означающее побеждённого, имеет зелёный цвет -- цвет ислама.	Стропило, означающее победителя, окрашены в красный цвет -- цвет гербового щита Москвы, стропило, означающее побеждённого, имеет зелёный цвет -- цвет ислама.
Команда ``Жетісу&#39;&#39; создана в 2001 году.	Команда ``Жетісу&#39;&#39; созданы в 2001 году.
Номер «Гелиодор» расположен на 3 этаже.	Номер «Гелиодор» расположены на 3 этаже.
Памятник запоминающийся, хоть и небольшой.	Памятник запоминающиеся, хоть и небольшой.
бывает еще что начало стула оформленное, а потом каша.	бывает еще что начало стула оформленные, а потом каша.
Общее количество участников (с учётом квалификации) указано в скобках.	Общее количество участников (с учётом квалификации) указаны в скобках.
В этой трёхактной пьесе, сюжет которой связан с трагическим финалом жизни египетской царицы, предпринята попытка возродить традицию античной трагедии (на основе конкретных памятников жанра, а не заветов ``Поэтики&#39;&#39; Аристотеля).	В этой трёхактной пьесе, сюжет которой связаны с трагическим финалом жизни египетской царицы, предпринята попытка возродить традицию античной трагедии (на основе конкретных памятников жанра, а не заветов ``Поэтики&#39;&#39; Аристотеля).
Я за возрождение религиозной веры, потому что это не привнесенное извне, это органичное состояние человека, которое сформировано в течение сотен тысяч лет.	Я за возрождение религиозной веры, потому что это не привнесены извне, это органичное состояние человека, которое сформировано в течение сотен тысяч лет.
Я начинающий!!!	Я начинающие!!!
Стропило, означающее победителя, окрашено в красный цвет -- цвет гербового щита Москвы, стропило, означающее побеждённого, имеет зелёный цвет -- цвет ислама.	Стропило, означающее победителя, окрашенные в красный цвет -- цвет гербового щита Москвы, стропило, означающее побеждённого, имеет зелёный цвет -- цвет ислама.
Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделен от брюшка), жало развито, куколки голые (без кокона).	Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделены от брюшка), жало развито, куколки голые (без кокона).
Команда ``Жетісу&#39;&#39; создана в 2001 году.	Команда ``Жетісу&#39;&#39; созданные в 2001 году.
Половина из них направлена на усиление меры наказания или на создание юридических препятствий для легализации абортов.	Половина из них направленные на усиление меры наказания или на создание юридических препятствий для легализации абортов.
Такое расположение орудий, когда батарея хорошо замаскирована и становится малоуязвимой для противника, а стрельба производится по вспомогательной точке наводки, было впервые освоено в русско-японскую войну 1904-1905 гг.	Такое расположение орудий, когда батарея хорошо замаскированные и становится малоуязвимой для противника, а стрельба производится по вспомогательной точке наводки, было впервые освоено в русско-японскую войну 1904-1905 гг.
Территория была снова захвачена англичанами в ходе войны Королевы Анны (1702 -- 1713), и это завоевание было закреплено Утрехтским мирным договором.	Территория была снова захвачены англичанами в ходе войны Королевы Анны (1702 -- 1713), и это завоевание было закреплено Утрехтским мирным договором.
Напочвенный покров нередко хорошо развит из зеленых мхов.	Напочвенный покров нередко хорошо развитые из зеленых мхов.
Общее количество участников (с учётом квалификации) указано в скобках.	Общее количество участников (с учётом квалификации) указанные в скобках.
Эго зовут Граф, ему 7 месяцев, он вообще не управляемый!	Эго зовут Граф, ему 7 месяцев, он вообще не управляемые!
Собор расположен на территории Свято-Троицкого женского монастыря.	Собор расположены на территории Свято-Троицкого женского монастыря.
Видно, что место уважаемое.	Видно, что место уважаемые.
Такова логика всякой революции, тем более если она происходит где-нибудь на Востоке -- брат вынужден воевать против брата, отец -- против сына.	Такова логика всякой революции, тем более если она происходит где-нибудь на Востоке -- брат вынуждены воевать против брата, отец -- против сына.
Чудесный Советский! мультфильм про то, что детям надо учиться, чтобы много знать и стать настоящим Человеком, а не вором, менеджером, или особой с пониженным социальным статусом(c), как это принято в свободной РФ!	Чудесный Советский! мультфильм про то, что детям надо учиться, чтобы много знать и стать настоящим Человеком, а не вором, менеджером, или особой с пониженным социальным статусом(c), как это приняты в свободной РФ!
Напочвенный покров нередко хорошо развит из зеленых мхов.	Напочвенный покров нередко хорошо развиты из зеленых мхов.
А я был воевавший и не написавший.	А я был воевавшие и не написавший.
В этой трёхактной пьесе, сюжет которой связан с трагическим финалом жизни египетской царицы, предпринята попытка возродить традицию античной трагедии (на основе конкретных памятников жанра, а не заветов ``Поэтики&#39;&#39; Аристотеля).	В этой трёхактной пьесе, сюжет которой связанные с трагическим финалом жизни египетской царицы, предпринята попытка возродить традицию античной трагедии (на основе конкретных памятников жанра, а не заветов ``Поэтики&#39;&#39; Аристотеля).
Он ``одет&#39;&#39; в голубой механический костюм и шлем.	Он ``одеты&#39;&#39; в голубой механический костюм и шлем.
Село расположено на высоте 140 метров над уровнем моря.	Село расположены на высоте 140 метров над уровнем моря.
Такова логика всякой революции, тем более если она происходит где-нибудь на Востоке -- брат вынужден воевать против брата, отец -- против сына.	Такова логика всякой революции, тем более если она происходит где-нибудь на Востоке -- брат вынужденные воевать против брата, отец -- против сына.
Проезд назван по заполярному сибирскому городу Игарка в связи с расположением на северо-востоке Москвы.	Проезд названы по заполярному сибирскому городу Игарка в связи с расположением на северо-востоке Москвы.
Проезд назван по заполярному сибирскому городу Игарка в связи с расположением на северо-востоке Москвы.	Проезд названные по заполярному сибирскому городу Игарка в связи с расположением на северо-востоке Москвы.
Половина из них направлена на усиление меры наказания или на создание юридических препятствий для легализации абортов.	Половина из них направлены на усиление меры наказания или на создание юридических препятствий для легализации абортов.
Село расположено на высоте 140 метров над уровнем моря.	Село расположенные на высоте 140 метров над уровнем моря.
Он ``одет&#39;&#39; в голубой механический костюм и шлем.	Он ``одетые&#39;&#39; в голубой механический костюм и шлем.
Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделен от брюшка), жало развито, куколки голые (без кокона).	Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделенные от брюшка), жало развито, куколки голые (без кокона).
Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделен от брюшка), жало развито, куколки голые (без кокона).	Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделен от брюшка), жало развиты, куколки голые (без кокона).
Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделен от брюшка), жало развито, куколки голые (без кокона).	Стебелёк между грудкой и брюшком состоит из двух члеников: петиолюса и постпетиолюса (последний четко отделен от брюшка), жало развитые, куколки голые (без кокона).
Когда выяснилось, что найти местные специалитеты - большая проблема, мы подумали, что, возможно, от недостатка вкусной и здоровой русской еды страдаем не только мы.	Когда выяснилось, что найти местные специалитеты - большая проблема, мы подумали, что, возможно, от недостатка вкусной и здоровой русской еды страдают не только мы.
Всегда пользуюсь услугами данной клиники вежливый персонал.	Всегда пользуется услугами данной клиники вежливый персонал.
А сможем ли мы это защитить?	А смогут ли мы это защитить?
всегда тут покупаю цена хорошая	всегда тут покупает цена хорошая
Дрожа от сладострастия, впотьмах лезу я по шатучей стремянке к растрепанным корешкам перетасованной, не по порядку расставленной Большой советской энциклопедии.	Дрожа от сладострастия, впотьмах лезет я по шатучей стремянке к растрепанным корешкам перетасованной, не по порядку расставленной Большой советской энциклопедии.
Разумом, в том смысле, в каком мы сами его понимаем, обладаем, из всех миллионов видов населяющих планету животных, только мы - вероятность, вернее невероятность, очевидна с первого взгляда.	Разумом, в том смысле, в каком мы сами его понимаем, обладают, из всех миллионов видов населяющих планету животных, только мы - вероятность, вернее невероятность, очевидна с первого взгляда.
Это знаю не только я со слов самих спортсменов.	Это знает не только я со слов самих спортсменов.
- Ваше величество, - начал он, - могу ли я вас спросить…	- Ваше величество, - начал он, - может ли я вас спросить…
Это вынуждает государство и общество определиться: идем ли мы к полностью платному высшему образованию, либо вузы будут принимать всех, кто сдал ЕГЭ и хочет продолжать учебу.	Это вынуждает государство и общество определиться: идут ли мы к полностью платному высшему образованию, либо вузы будут принимать всех, кто сдал ЕГЭ и хочет продолжать учебу.
Вот и определяем мы это самое качество, все больше глядя ученику в глаза.	Вот и определяют мы это самое качество, все больше глядя ученику в глаза.
И рождаемся и умираем мы один раз.	И рождаются и умираем мы один раз.
Более того, сюрпризы, которые нам преподносит этот микромир, пробуждают кое в ком здоровый скептицизм: находим ли мы там то, что есть на самом деле, или то, к чему приспособлено наше ограниченное восприятие?	Более того, сюрпризы, которые нам преподносит этот микромир, пробуждают кое в ком здоровый скептицизм: находят ли мы там то, что есть на самом деле, или то, к чему приспособлено наше ограниченное восприятие?
Так видим ли мы?	Так видят ли мы?
Потом он сказал почти сердито: - Не верю я тебе!	Потом он сказал почти сердито: - Не верит я тебе!
"Они что, взаправду негры?" - интересуюсь я.	"Они что, взаправду негры?" - интересуется я.
Не откроем ли мы площадку для коррупции и злоупотреблений?	Не откроют ли мы площадку для коррупции и злоупотреблений?
Я хочу полететь в другой город на 6 дней, смогу ли я потом взять билет обратно?	Я хочу полететь в другой город на 6 дней, сможет ли я потом взять билет обратно?
Меня часто спрашивают, чувствую ли я ответственность за все это.	Меня часто спрашивают, чувствует ли я ответственность за все это.
Ты будешь станом для меня, Орудием и крылом пребуду я!	Ты будешь станом для меня, Орудием и крылом пребудет я!
Он не желаю черепахи и не вижу я статьи стали девкины рубахи опу поды	Он не желаю черепахи и не видит я статьи стали девкины рубахи опу поды
А после этого иностранный инвестор скажет: выберу-ка я для инвестиций другую страну, где не скопилось такое количество идиотов на борту одной лодки.	А после этого иностранный инвестор скажет: выберет-ка я для инвестиций другую страну, где не скопилось такое количество идиотов на борту одной лодки.
Вот, скажем, движемся мы по нему, как и другие страны, однако встречаем вдруг препятствие.	Вот, скажем, движутся мы по нему, как и другие страны, однако встречаем вдруг препятствие.
Если вам придется решать вопрос о пожертвовании, то нужно понимать: завтра на месте нуждающегося можем оказаться мы с вами.	Если вам придется решать вопрос о пожертвовании, то нужно понимать: завтра на месте нуждающегося могут оказаться мы с вами.
Если я являюсь гражданином Израиля, могу ли я получить ПМЖ или ВНЖ в странах ЕС?	Если я являюсь гражданином Израиля, может ли я получить ПМЖ или ВНЖ в странах ЕС?
Вот топаем мы впотьмах, уже по глубокому снегу, проходим Крестовский, тащимся вдоль реки - и вдруг мощный обстрел где-то в центре.	Вот топают мы впотьмах, уже по глубокому снегу, проходим Крестовский, тащимся вдоль реки - и вдруг мощный обстрел где-то в центре.
Занятные типы, доложу я вам!	Занятные типы, доложит я вам!
Не наблюдаем мы и желания демонтировать эту монополию среди других политических лидеров.	Не наблюдают мы и желания демонтировать эту монополию среди других политических лидеров.
Я не понимал, справлюсь ли я с этой работой.	Я не понимал, справится ли я с этой работой.
Однако реальный переход потребует решения многих задач, от которых зависит, создадим ли мы условия для устойчивого экономического роста.	Однако реальный переход потребует решения многих задач, от которых зависит, создадут ли мы условия для устойчивого экономического роста.
Офицеры спросили меня, в своей неподражаемой глуповатой манере, являемся ли мы — писатель Гюнтер де Бройн и я — интеллектуальными родственниками.	Офицеры спросили меня, в своей неподражаемой глуповатой манере, являются ли мы — писатель Гюнтер де Бройн и я — интеллектуальными родственниками.
- Кофе пьет! - догадываемся мы - и идем искать своего адвоката, благо тьма кофеен рядом и все на виду.	- Кофе пьет! - догадываются мы - и идем искать своего адвоката, благо тьма кофеен рядом и все на виду.
Вот жеш знаем мы этот секрет, как выигрывать... наверно можем на стажировку принять тех, о ком многие говорят 😄	Вот жеш знают мы этот секрет, как выигрывать... наверно можем на стажировку принять тех, о ком многие говорят 😄
И живем мы хорошо.	И живут мы хорошо.
- Пусть приходят тигры, не боюсь я их когтей!	- Пусть приходят тигры, не боится я их когтей!
И российских, и иностранных журналистов интересовало: не собираюсь ли я возглавить оппозицию?	И российских, и иностранных журналистов интересовало: не собирается ли я возглавить оппозицию?
- Да не знаю я.	- Да не знает я.
Помню, едем мы на съемки, Калик протягивает мне сценарий в синем переплете и показывает: "Вот здесь в верхнем правом углу на моем деле было написано: "ХВ"".	Помню, едут мы на съемки, Калик протягивает мне сценарий в синем переплете и показывает: "Вот здесь в верхнем правом углу на моем деле было написано: "ХВ"".
"В этом доме проживаю я"	"В этом доме проживает я"
Помню наши кричалки в 80-х на играх в доме спорта - "Урал конечно не Москва, но нос утрем мы ЦСКА" и "Уралочка давай быстрей!	Помню наши кричалки в 80-х на играх в доме спорта - "Урал конечно не Москва, но нос утрут мы ЦСКА" и "Уралочка давай быстрей!
Нет, не отказываемся мы от своего прошлого, "начиная от Киевской Руси".	Нет, не отказываются мы от своего прошлого, "начиная от Киевской Руси".
Так попадаем мы в ловушку модернизации.	Так попадают мы в ловушку модернизации.
ещё скажу я о себе	ещё скажет я о себе
- Не люблю я выносить смертные приговоры, - сказал Маленький принц.	- Не любит я выносить смертные приговоры, - сказал Маленький принц.
- В самом деле, - говорю я.	- В самом деле, - говорит я.
