Sentence	VocabSize	Tokens
One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.	65536	32
The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.	65536	27
Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds.	65536	23
Many people don't think about them as dinosaurs because they have feathers and can fly.	65536	18
But there are a lot of things about birds that still look like a dinosaur.	65536	16
They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.	65536	27
Virtually all computers in use today are based on the manipulation of information which is coded in the form of binary numbers.	65536	25
A binary number can have only one of two values, i.e. 0 or 1, and these numbers are referred to as binary digits - or bits, to use computer jargon.	65536	37
Internal poisoning may not be immediately apparent. Symptoms, such as vomiting are sufficiently general that an immediate diagnosis cannot be made.	65536	27
The best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals.	65536	21
Check the label for specific first aid instructions for that specific poison.	65536	13
The term bug is used by entomologists in a formal sense for this group of insects.	65536	19
This term derives from ancient familiarity with Bed-bugs, which are insects highly adapted to parasitize humans.	65536	22
Both Assassin-bugs and Bed-bugs are nidicolous, adapted to living in nest or housing of their host.	65536	30
Across the United States of America, there are approximately 400,000 known cases of Multiple Sclerosis (MS), leaving it as the leading neurological disease in younger and middle aged adults.	65536	38
MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve.	65536	27
Research has found that females are two times more likely to have MS then males.	65536	16
A couple may decide it is not in their best interest, or in the interest of their child, to raise a baby.	65536	25
These couples may choose to make an adoption plan for their baby.	65536	13
In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.	65536	20
Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.	65536	28
It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.	65536	39
Naturalists and philosophers focused on classical texts and, in particular, on the Bible in Latin.	65536	20
Accepted were Aristotle's views on all matters of science, including psychology.	65536	15
As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.	65536	20
Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.	65536	24
Periodic rhythms, which are not simply responses to external periodic cues, have been documented for most living beings, including bacteria, fungi, plants, and animals.	65536	33
Biological clocks are self sustaining oscillators which will continue a period of free-running cycling even in the absence of external cues.	65536	25
The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.	65536	19
Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.	65536	21
They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.	65536	27
Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected and whether the cells affected are germ-line cells.	65536	36
Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer.	65536	25
Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.	65536	26
Examples of on-site activities include hunting, fishing, photography, bird watching, and visiting parks and studying information about the ecosystem.	65536	28
An example is visiting, photographing, and learning about organgatuangs in Borneo.	65536	17
Every morning, people leave small country towns in cars to go their workplace and are passed by others whose work destination is the place they have just left.	65536	30
In this dynamic transport shuttle everyone is somehow connected with, and supporting, a transport system based on private cars.	65536	22
Science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years.	65536	31
Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.	65536	16
In developed countries you seldom hear similar levels of complaints about water quality or bridges falling down.	65536	18
Why do transportation systems engender such complaints, why do they fail on a daily basis? Are transportation engineers just incompetent? Or is something more fundamental going on?	65536	31
Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.	65536	26
Unfortunately, studying traffic flow is difficult because driver behavior cannot be predicted with one-hundred percent certainty.	65536	21
Fortunately, drivers tend to behave within a reasonably consistent range; thus, traffic streams tend to have some reasonable consistency and can be roughly represented mathematically.	65536	32
To better represent traffic flow, relationships have been established between the three main characteristics: (1) flow, (2) density, and (3) velocity.	65536	32
These relationships help in planning, design, and operations of roadway facilities.	65536	15
Insects were the first animals to take to the air. Their ability to fly helped them evade enemies more easily and find food and mates more efficiently.	65536	30
Most insects have the advantage of being able to fold their wings back along the body.	65536	17
This gives them a wider range of small places to hide from predators.	65536	14
Today, the only insects that cannot fold back their wings are dragon flies and mayflies.	65536	18
Thousands of years ago, a man called Aristarchus said that the Solar System moved around the Sun.	65536	22
Some people thought he was right but many people believed the opposite; that the Solar System moved around the Earth, including the Sun (and even the other stars).	65536	32
This seems sensible, because the Earth doesn't feel as if it's moving, does it?	65536	19
The Amazon River is the second longest and the biggest river on Earth. It carries more than 8 times as much water as the second biggest river.	65536	29
The Amazon is also the widest river on Earth, at times six miles wide.	65536	16
A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.	65536	24
The main Amazon River is 6,387 km (3,980 miles). It collects water from thousands of smaller rivers.	65536	24
Although pyramid-building in stone continued until the end of the Old Kingdom, the pyramids of Giza were never surpassed in their size and the technical excellence of their construction.	65536	35
New Kingdom ancient Egyptians marvelled at their predecessors monuments, which were then well over a thousand year old.	65536	22
Vatican City's population is around 800. It is the smallest independent country in the world and the country with the lowest population.	65536	26
Vatican City uses Italian in its legislation and official communications.	65536	12
Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies.	65536	26
All citizens of Vatican City are Roman Catholic.	65536	9
People have known about basic chemical elements such as gold, silver, and copper from antiquity, as these can all be discovered in nature in native form and are relatively simple to mine with primitive tools.	65536	40
Aristotle, a philosopher, theorised that everything is made up of a mixture of one or more of four elements. They were earth, water, air, and fire.	65536	37
This was more like the four states of matter (in the same order): solid, liquid, gas, and plasma, though he also theorised that they change into new substances to form what we see.	65536	41
Alloys are basically a mixture of two or more metals. Don't forget that there are many elements on the periodic table.	65536	25
Elements like calcium and potassium are considered metals. Of course, there are also metals like silver and gold.	65536	22
You can also have alloys that include small amounts of non-metallic elements like carbon.	65536	17
Everything in the Universe is made of matter. All matter is made of tiny particles called atoms.	65536	19
Atoms are so incredibly tiny that trillions of them could fit into the period at the end of this sentence.	65536	22
Thus, the pencil was a good friend to many people when it came out.	65536	16
Sadly, as newer methods of writing have emerged, the pencil has been relegated to lesser status and uses.	65536	22
People now write messages on computer screens, never having to come close to a sharpener.	65536	18
One can only wonder what the keyboard will become when something newer comes along.	65536	15
The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.	65536	24
Sort of like rolling a heavy cart up a hill. Splitting the nucleus up again then releases some of that energy.	65536	25
Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.	65536	20
The surface of the Moon is made of rocks and dust. The outer layer of the Moon is called the crust.	65536	23
The crust is about 70 km thick on the near side and 100 km thick on the far side.	65536	20
It is thinner under the maria and thicker under the highlands.	65536	13
There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.	65536	28
Content theories are centered on finding what makes people tick or appeals to them.	65536	16
These theories suggest that people have certain needs and/or desires which have been internalized as they mature to adulthood.	65536	22
These theories look at what it is about certain people that make them want the things that they do and what things in their environment will make them do or not do certain things.	65536	35
Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.	65536	22
Generally speaking, two behaviors can emerge as managers begin to lead their former peers. One end of the spectrum is trying to remain “one of the guys” (or gals).	65536	36
This type of manager has difficulty making unpopular decisions, performing disciplinary action, performance evaluations, assigning responsibility, and holding people accountable.	65536	25
At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.	65536	36
After all, the leader is ultimately responsible for the success and failure of the team.	65536	17
This behavior oftentimes results in rifts between the leaders and the rest of the team.	65536	17
Virtual teams are held to the same standards of excellence as conventional teams, but there are subtle differences.	65536	22
Virtual team members often function as the point of contact for their immediate physical group.	65536	18
They often have more autonomy than conventional team members as their teams may meet according to varying time zones which may not be understood by their local management.	65536	29
The presence of a true “invisible team” (Larson and LaFasto, 1989, p109) is also a unique component of a virtual team.	65536	35
The “invisible team” is the management team to which each of the members report. The invisible team sets the standards for each member.	65536	28
Why would an organization want to go through the time consuming process of establishing a learning organization? One goal for putting organizational learning concepts into practice is innovation.	65536	30
When all available resources are effectively used across the functional departments of an organization, creativity and ingenuity can transpire.	65536	22
As a result, the process of an organization working together to overcome an obstacle can lead to a new innovative process to serve the customer's need.	65536	29
Before an organization can be innovative, leadership must create a culture of innovation as well as shared knowledge and organizational learning.	65536	23
Angel (2006), explains the Continuum approach as a method being used to help organizations reach a higher level of performance.	65536	25
Neurobiological data provide physical evidence for a theoretical approach to the investigation of cognition. Therefore it narrows the research area and makes it much more exact.	65536	31
The correlation between brain pathology and behaviour supports scientists in their research.	65536	13
It has been known for a long time that different types of brain damage, traumas, lesions, and tumours affect behaviour and cause changes in some mental functions.	65536	31
The rise of new technologies allows us to see and investigate brain structures and processes never seen before.	65536	19
This provides us with a lot of information and material to build simulation models which help us to understand processes in our mind.	65536	24
Although AI has a strong connotation of science fiction, AI forms a very important branch of computer science, dealing with behavior, learning and intelligent adaptation in a machine.	65536	33
Research in AI involves making machines to automate tasks that require intelligent behavior.	65536	14
Examples include control, planning and scheduling, the ability to answer customer diagnoses and questions, as well as handwriting recognition, voice and face.	65536	29
Such things have become separate disciplines, which focus on providing solutions to real life problems.	65536	17
The AI ​​system is now often used in the fields of economics, medicine, engineering and the military, as has been built in several home computer and video game software applications.	65536	38
Field trips are a large part of any classroom. Quite often a teacher would love to take her students places to which a bus trip is not an option.	65536	31
Technology offers the solution with virtual field trips. Students can look at museum artifacts, visit an aquarium, or admire beautiful art while sitting with their class.	65536	31
Sharing a field trip virtually is also a great way to reflect a on a trip and share experiences with future classes.	65536	24
For example, each year students from Bennet School in North Carolina design a website about their trip to the State Capital, each year the website gets remodeled, but old versions are kept online to serve as a scrapbook.	65536	44
Blogs can also help improve student writing. While students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.	65536	32
Since students are often the most critical audience, the blog writer begins to strive to improve writing to avoid criticism.	65536	22
Also blogging "forces students to become more savvy about the world around them." The need to feed the interest of the audience inspires students to be clever and interesting (Toto, 2004).	65536	39
Blogging is a tool that inspires collaboration, and encourages students to extend learning well beyond the traditional school day.	65536	22
Appropriate use of blogs "can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).	65536	53
Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.	65536	26
Farther south is Niagara Falls and the north is home to the untapped natural beauty of the Muskoka and beyond.	65536	24
All these things and more highlight Ontario as what is considered quintessentially Canadian by outsiders.	65536	18
Large areas further north are quite sparsely populated and some is nearly uninhabited wilderness.	65536	16
For a comparison of population that surprises many: There are more African Americans living in the US than there are Canadian citizens.	65536	24
The East African Islands are in the Indian Ocean off the eastern coast of Africa.	65536	16
Madagascar is by far the biggest, and a continent on its own when it comes to wildlife.	65536	19
Most of the smaller islands are independent nations, or associated with France, and known as luxury beach resorts.	65536	21
The Arabs also brought Islam to the lands, and it took in a big way in the Comoros and Mayotte.	65536	22
European influence and colonialism began in the 15th century, as Portuguese explorer Vasco da Gama found the Cape Route from Europe to India.	65536	28
In the north the region is bounded by the Sahel, and in the south and west by the Atlantic Ocean.	65536	22
Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.	65536	21
It is helpful to also wear a ring (just not one that looks too expensive.	65536	17
Women should realize that cultural differences may result in what they would consider harassment and it is not uncommon to be followed, grabbed by the arm, etc.	65536	30
Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).	65536	30
The modern city of Casablanca was founded by Berber fishermen in the 10th century BCE, and was used by the Phoenicians, Romans, and the Merenids as a strategic port called Anfa.	65536	43
The Portuguese destroyed it and rebuilt it under the name Casa Branca, only to abandon it after an earthquake in 1755.	65536	25
The Moroccan sultan rebuilt the city as Daru l-Badya and it was given the name Casablanca by Spanish traders who established trading bases there.	65536	30
Casablanca is one of the least interesting places to shop in all of Morocco.	65536	17
Around the old Medina it's easy to find places selling traditional Moroccan goods, such as tagines, pottery, leather goods, hookahs, and a whole spectrum of geegaws, but it's all for the tourists.	65536	47
Goma is a tourist city of the Democratic Republic of Congo in the extreme east near Rwanda.	65536	18
In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.	65536	29
While Goma is reasonably safe, any visits outside of Goma should be researched to understand the state of the fighting that persists in the North Kivu province.	65536	29
The city is also the base to climb the Nyiragongo volcano along with some of the cheapest Mountain Gorilla tracking in Africa.	65536	27
You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.	65536	35
Combined with its relative inaccessibility, "Timbuktu" has come to be used as a metaphor for exotic, distant lands.	65536	27
Today, Timbuktu is an impoverished town, although its reputation makes it a tourist attraction, and it has an airport.	65536	23
In 1990, it was added to the list of world heritage sites in danger, due to the threat of desert sands.	65536	24
It was one of the major stops during Henry Louis Gates' PBS special Wonders of the African World.	65536	22
The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.	65536	28
The Kruger National Park (KNP) lies in the north-east of South Africa and runs along the border of Mozambique in the east, Zimbabwe in the north, and the southern border is the Crocodile River.	65536	45
The park covers 19,500 km² and is divided in 14 different ecozones, each supporting different wildlife.	65536	23
It is one of the main attractions of South Africa and it is considered the flagship of South African National Parks (SANParks).	65536	27
As with all South African National Parks, there are daily conservation and entry fees for the park.	65536	19
It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.	65536	33
Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.	65536	24
The parade of buildings that make the Hong Kong skyline has been likened to a glittering bar chart that is made apparent by the presence of the waters of Victoria Harbour.	65536	36
To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite.	65536	23
The great majority of Hong Kong Island's urban development is densely packed on reclaimed land along the northern shore.	65536	21
This is the place the British colonisers took as their own and so if you are looking for evidence of the territory's colonial past, this is a good place to start.	65536	35
The Sundarbans are the largest littoral mangrove belt in the world, stretching 80 km (50 mi) into the Bangladeshi and Indian hinterland from the coast.	65536	32
The Sundarbans has been declared a UNESCO World Heritage Site. The part of the forest within Indian territory is called Sundarbans National Park.	65536	31
The forests aren't just mangrove swamps though — they include some of the last remaining stands of the mighty jungles which once covered the Gangetic plain.	65536	32
The Sundarbans cover an area of 3,850 km², of which about one-third is covered in water/marsh areas.	65536	30
Since 1966 the Sundarbans have been a wildlife sanctuary, and it is estimated that there are now 400 Royal Bengal tigers and about 30,000 spotted deer in the area.	65536	36
Buses depart the inter-district bus station (across the river) throughout the day, though most, especially those heading to the east and Jakar/Bumthang leave between 06:30 and 07:30.	65536	46
As the inter-district buses are often full, it is advisable to purchase a ticket a few days in advance.	65536	23
Most districts are served by small Japanese Coaster Buses, which are comfortable and sturdy.	65536	18
Shared taxis are a quick and comfortable means to travel to nearby places, such as Paro (Nu 150) and Punakha (Nu 200).	65536	33
The Oyapock River Bridge is a cable-stayed bridge. It spans the Oyapock River to link the cities of Oiapoque in Brazil and Saint-Georges de l'Oyapock in French Guiana.	65536	48
The two towers rise to a height of 83 meters, it's 378 meters long and it has two lanes of 3.50 m wide.	65536	28
The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.	65536	27
The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.	65536	23
The Guaraní were the most significant indigenous group inhabiting what is now Eastern Paraguay, living as semi-nomadic hunters who also practised subsistence agriculture.	65536	28
The Chaco region was home to other groups of indigenous tribes such as the Guaycurú and Payaguá, who survived by hunting, gathering and fishing.	65536	32
In the 16th century Paraguay, formerly called "The Giant Province of the Indies", was born as a result of the encounter of Spanish conquerors with the native indigenous groups.	65536	35
The Spaniards started the colonization period which lasted for three centuries.	65536	12
Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.	65536	23
Argentina is well known for having one of the best polo teams and players in the world.	65536	18
The largest tournament of the year takes place in December at the polo fields in Las Cañitas.	65536	20
Smaller tournaments and matches can also be seen here at other times of the year.	65536	17
For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.	65536	20
The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).	65536	27
Money can be exchanged at the only bank in the islands which is located in Stanley across from the FIC West store.	65536	24
British pounds will generally be accepted anywhere in the islands and within Stanley credit cards and United States dollars are also often accepted.	65536	24
On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.	65536	37
It is nearly impossible to exchange Falklands currency outside of the islands, so exchange money prior to leaving the islands.	65536	23
Since Montevideo is south of the Equator, it is summer there when it's winter in the Northern Hemisphere and vice versa.	65536	24
Montevideo is in the subtropics; in the summer months, temperatures above +30°C are common.	65536	22
The winter can be deceptively chilly: temperatures rarely go below freezing, but the wind and humidity combine to make it feel colder than what the thermometer says.	65536	32
There are no particular "rainy" and "dry" seasons: the amount of rain stays roughly the same throughout the year.	65536	26
Though many of the animals in the park are used to seeing humans, the wildlife is nonetheless wild and should not be fed or disturbed.	65536	28
According to park authorities, stay at least 100 yards/meters away from bears and wolves and 25 yards/meters from all other wild animals!	65536	29
No matter how docile they may look, bison, elk, moose, bears, and nearly all large animals can attack.	65536	27
Each year, dozens of visitors are injured because they didn't keep a proper distance. These animals are large, wild, and potentially dangerous, so give them their space.	65536	34
In addition, be aware that odors attract bears and other wildlife, so avoid carrying or cooking odorous foods and keep a clean camp.	65536	28
Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.	65536	30
Apia was founded in the 1850s and has been the official capital of Samoa since 1959.	65536	20
The harbor was the site of an infamous naval standoff in 1889 when seven ships from Germany, the US, and Britain refused to leave the harbor.	65536	29
All the ships were sunk, except for one British cruiser. Nearly 200 American and German lives were lost.	65536	21
During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.	65536	36
There are many beaches, due to Auckland's straddling of two harbours. The most popular ones are in three areas.	65536	23
North Shore beaches (in North Harbour district) are on the Pacific Ocean and stretch from Long Bay in the north to Devonport in the south.	65536	29
They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.	65536	23
Tamaki Drive beaches are on the Waitemata Harbour, in the upmarket suburbs of Mission Bay and St Heliers in Central Auckland.	65536	29
These are sometimes-crowded family beaches with a good range of shops lining the shore. Swimming is safe.	65536	23
The main local beer is 'Number One', it is not a complex beer, but pleasant and refreshing. The other local beer is called "Manta".	65536	31
There are many French wines to be had, but the New Zealand and Australian wines might travel better.	65536	20
The local tap water is perfectly safe to drink, but bottled water is easy to find if you are fearful.	65536	22
For Australians, the idea of 'flat white' coffee is foreign. A short black is 'espresso', cappuccino comes heaped high with cream (not froth), and tea is served without milk.	65536	43
The hot chocolate is up to Belgian standards. Fruit juices are pricey but excellent.	65536	18
Many trips to the reef are made all year around, and injuries due to any of these causes on the reef are rare.	65536	26
Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.	65536	20
Box jellyfish occur near beaches and near river estuaries from October to April north of 1770. They can occasionally be found outside these times.	65536	28
Sharks do exist, however they rarely attack humans. Most sharks are scared of humans and would swim away.	65536	22
Saltwater Crocodiles do not actively live in the ocean, their primary habitat is in river estuaries north from Rockhampton.	65536	28
Booking in advance gives the traveller peace of mind that they will have somewhere to sleep once they arrive at their destination.	65536	25
Travel agents often have deals with specific hotels, although you may find it possible to book other forms of accommodation, like camping grounds, through a travel agent.	65536	32
Travel agents usually offer packages that include breakfast, transportation arrangements to/from the airport or even combined flight and hotel packages.	65536	25
They can also hold the reservation for you if you need time to think about the offer or procure other documents for your destination (e.g. visa).	65536	31
Any amendments or requests though should be coursed through the travel agent first and not directly with the hotel.	65536	21
For some festivals, the vast majority of the attendants to music festivals decide to camp on site, and most attendants consider it a vital part of the experience.	65536	31
If you want to be close to the action you're going to have to get in early to get a camping site close to the music.	65536	28
Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.	65536	31
Some festivals have special camping areas for families with young children.	65536	12
If crossing the Northern Baltic in winter, check the cabin location, as going through ice causes quite horrible noise for those most affected.	65536	26
Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).	65536	20
Casinos typically make many efforts to maximize time and money spent by guests. Windows and clocks are usually absent, and exits can be hard to find.	65536	31
They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.	65536	26
Some venues offer alcoholic beverages on the house. However, drunkenness impairs judgement, and all good gamblers know the importance of staying sober.	65536	28
Anyone who's going to drive at high latitudes or over mountain passes should consider the possibility of snow, ice, or freezing temperatures.	65536	27
On icy and snowy roadways, friction is low and you cannot drive as if you were on bare asphalt.	65536	22
During blizzards, enough snow to get you stuck can fall in very little time.	65536	19
Visibility may also be restricted by falling or blowing snow or by condensation or ice on vehicle windows.	65536	21
On the other hand, icy and snowy conditions are normal in many countries, and traffic goes on mostly uninterrupted all year round.	65536	26
Safaris are perhaps the greatest tourism draw in Africa and the highlight for many visitors.	65536	18
The term safari in popular use refers to overland travel to view the stunning African wildlife, particularly on savanna.	65536	23
Some animals, such as elephants and giraffes, tend to approach closely to cars and standard equipment will allow good viewing.	65536	25
Lions, cheetahs and leopards are sometimes shy and you will see them better with binoculars.	65536	21
A walking safari (also called a "bush walk", "hiking safari", or going "footing") consists of hiking, either for a few hours or several days.	65536	38
The Paralympics will take place from 24 August to 5 September 2021. Some events will be held in other locations throughout Japan.	65536	25
Tokyo will be the only Asian city to have hosted two summer Olympics, having hosted the games in 1964.	65536	21
If you booked your flights and accommodation for 2020 before the postponement was announced, you may have a tricky situation.	65536	22
Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.	65536	32
It's expected that most event tickets will cost between ¥2,500 and ¥130,000, with typical tickets costing around ¥7,000.	65536	33
Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.	65536	32
If an iron isn't available, or if you don't fancy wearing ironed socks, then you can try using a hairdryer, if available.	65536	31
Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).	65536	25
There are different ways of purifying water, some more effective against specific threats.	65536	16
In some areas boiling water for a minute is enough, in others several minutes are needed.	65536	18
Filters vary in effectiveness, and should you have a concern, then you should consider buying your water in a sealed bottle from a reputable company.	65536	30
Travellers may encounter animal pests that they are not familiar with in their home regions.	65536	18
Pests can spoil food, cause irritation, or in a worse case cause allergic reactions, spread venom, or transmit infections.	65536	25
Infectious diseases themselves, or dangerous animals that can injure or kill people by force, do not usually qualify as pests.	65536	24
Duty free shopping is the opportunity to buy goods exempted from taxes and excises at certain locations.	65536	20
Travellers bound for countries with heavy taxation can sometimes save a considerable amount of money, especially on products such as alcoholic beverages and tobacco.	65536	28
The stretch between Point Marion and Fairmont presents the most challenging driving conditions on the Buffalo-Pittsburgh Highway, passing frequently through isolated backwoods terrain.	65536	32
If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.	65536	28
Posted speed limits are noticeably lower than in previous and subsequent sections — commonly 35-40 mph (56-64 km/h) — and strict obedience to them is even more important than otherwise.	65536	41
Curiously, though, mobile phone service is much stronger here than along many other stretches of the route, e.g. the Pennsylvania Wilds.	65536	31
German pastries are quite good, and in Bavaria, are quite rich and varied, similar to those of their southern neighbor, Austria.	65536	27
Fruit pastries are common, with apples cooked into pastries year round, and cherries and plums making their appearances during the summer.	65536	29
Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.	65536	32
If you want some small though rich pastries, try what depending on region are called Berliner, Pfannkuchen or Krapfen.	65536	30
A curry is a dish based on herbs and spices, together with either meat or vegetables.	65536	18
A curry can be either "dry" or "wet" depending on the amount of liquid.	65536	19
In inland regions of Northern India and Pakistan, yogurt is commonly used in curries; in Southern India and some other coastal regions of the subcontinent, coconut milk is commonly used.	65536	35
With 17,000 islands to choose from, Indonesian food is an umbrella term covering a vast variety of regional cuisines found across the nation.	65536	29
But, if used without further qualifiers, the term tends to mean the food originally from the central and eastern parts of the main island Java.	65536	29
Now widely available throughout the archipelago, Javanese cuisine features an array of simply seasoned dishes, the predominant flavorings the Javanese favor being peanuts, chillies, sugar (especially Javanese coconut sugar) and various aromatic spices.	65536	48
Stirrups are supports for the rider's feet that hang down on either side of the saddle.	65536	22
They provide greater stability for the rider but can have safety concerns due to the potential for a rider's feet to get stuck in them.	65536	27
If a rider is thrown from a horse but has a foot caught in the stirrup, they could be dragged if the horse runs away. To minimize this risk, a number of safety precautions can be taken.	65536	42
First, most riders wear riding boots with a heel and a smooth, quite narrow, sole.	65536	19
Next, some saddles, particularly English saddles, have safety bars that allow a stirrup leather to fall off the saddle if pulled backwards by a falling rider.	65536	34
Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.	65536	34
Summits include breath-taking views from peaks. Climbers from all parts of the world are continually establishing new routes amongst its endless potential of walls.	65536	31
Downhill snowsports, which include skiing and snowboarding, are popular sports involving sliding down snow-covered terrain with skis or a snowboard attached to your feet.	65536	35
Skiing is a major travelling activity with many enthusiasts, occasionally known as "ski bums," planning entire vacations around skiing at a particular location.	65536	30
The idea of skiing is very old — cave paintings depicting skiers date back as far as 5000 BC!	65536	21
Downhill skiing as a sport goes back to at least the 17th century, and in 1861 the first recreational ski club was opened by Norwegians in Australia.	65536	34
Backpacking by ski: This activity is also called backcountry ski, ski touring or ski hiking.	65536	21
It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.	65536	34
Think of the skiing route as of a similar hiking route.	65536	12
In good conditions you will be able to cover somewhat greater distances than walking – but only very seldom you will get the speeds of cross country skiing without a heavy backpack in groomed tracks.	65536	37
Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.	65536	36
The Schengen zone, however, works somewhat like one country in this respect.	65536	15
As long as you stay in this zone, you can generally cross borders without going through passport control checkpoints again.	65536	22
Similarly, by having a Schengen visa, you do not need to apply for visas to each of the Schengen member countries separately, hence saving time, money and paperwork.	65536	35
There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.	65536	24
The definition has geographic variations, where the age limit might be shorter in places such as North America than in Europe.	65536	23
Handicraft products might be defined as antiques, though they are younger than similar mass-produced goods.	65536	21
Reindeer husbandry is an important livelihood among the Sámi and the culture surrounding the trade is important also for many with other professions.	65536	26
Even traditionally, though, not all Sámi have been involved in big scale reindeer husbandry, but lived from fishing, hunting and similar, having reindeer mostly as draft animals.	65536	33
Today many Sámi work in modern trades. Tourism is an important income in Sápmi, the Sámi area.	65536	22
Though it is widely used, especially among non-Romani, the word "Gypsy" is often considered offensive because of its associations with negative stereotypes and inaccurate perceptions of Romani people.	65536	38
If the country you will be visiting becomes subject to a travel advisory, your travel health insurance or your trip cancellation insurance may be affected.	65536	27
You may also wish to consult the advice of governments other than your own, but their advice is designed for their citizens.	65536	24
As one example, American citizens in the Middle East might face different situations from Europeans or Arabs.	65536	19
Advisories are merely a brief summary of the political situation in one country.	65536	16
The views presented are often cursory, general and oversimplified compared to the more detailed information available elsewhere.	65536	20
Severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage, serious social disruption, or loss of human life.	65536	29
Severe weather can occur anywhere in the world, and there are different types of it, which can depend on geography, topography, and atmospheric conditions.	65536	30
