Sentence	Characters	Bytes
يجب على الرعاية البديلة توفير كل الضروريّات التي افتقدوها في البيوت التي خرجوا منها سابقاً.	77	153
يجمع الإنترنت بين عناصر كلٍّ من التواصل الجماهيري والشخصي.	50	99
تؤدي الخصائص المميزة للإنترنت إلى أبعاد إضافية من حيث نهج الاستخدامات وطرق الإشباع.	71	141
فعلى سبيل المثال، يقترح البعض "التعلم" و"التنشئة الاجتماعية" كدوافع مهمّة لاستخدام شبكة الإنترنت (جيمس وغيره، 1995).	101	191
تم التعرف على "المشاركة الشخصية" و "العلاقات المستمرة" كجوانب تحفيزية جديدة بواسطة إيمي ومكورد (1998) عندما درسوا رد فعل الجمهور على مواقع الويب.	123	235
أدى استخدام تسجيلات الفيديو إلى اكتشافات هامة في مجال تفسير التعابير الدقيقة للوجه، وهي حركات للوجه تستمر لبضع أجزاء من الثانية الواحدة.	115	229
ويُدّعى على وجه الخصوص أن المرء يستطيع أن يكتشف ما إذا كان الشخص يكذبمن خلال تفسير التعبيرات الدقيقة بشكل صحيح.	92	183
وقد أشارَ أوليفر ساكس في ورقته إلى أنّ خطاب الرّئيس يشير إلى أنّ الأشخاص غير القادرين على فهم الكلام بسبب تلفِ الدّماغ يكونون قادرين على تقييم الصّدق بدقةٍ.	129	257
بل إنه يطرح فكرة أن تكون هذه القدرات في تحليل السلوك البشري مشتركة مع بعض الحيوانات، مثل الكلاب الأليفة.	86	171
أوضحت أبحاث القرن العشرين وجود مجموعتين من التنوعات الچينية:- مجموعة مستترة وأخرى معبرة جينياً.	82	161
تضيف الطفرة اختلافات وراثيّة جديدة، ويزيلها الانتقاء من تجميعة الاختلافات التعبيريّة.	75	149
تعمل عمليتا الفصل وإعادة التركيب على جعل التباين عشوائياً ذهاباً وإياباً بين المجموعتين مع كل جيل.	83	165
في السافانا، يصعب على الرئيسيات التي لديها جهاز هضمي مشابه للبشر تلبية متطلباتها من الأحماض الأمينية من الموارد النباتية المتاحة.	110	219
كما أن الفشل في فعل ذلك سيؤدي إلى عواقب وخيمة: اكتئاب النمو، ونقص التغذية، وفي النهاية الموت.	77	152
وكانت الموارد النباتية الأكثر سهولة في الوصول إليها حيث البروتينات التي يمكن الحصول عليها من الأوراق والبقول، ولكن هذه البروتينات يصعب على الرئيسيات هضمها ما لم يتم طهيها مثلنا.	149	297
وعلى النقيض، فإن الأطعمة الحيوانية (النمل والنمل الأبيض والبيض) ليست فقط سهلة الهضم، بل توفر بروتيناتٍ بكميات عالية وتحتوي على جميع الأحماض الأمينية الأساسية.	135	267
عند أخذ كل الأشياء بعين الاعتبار، لا ينبغي لنا أن نندهش إذا قام أسلافنا بحل "مشكلة البروتين" لديهم بطريقة ما على نفس النحو التي يقوم بها الشمبانزي في السافانا.	131	259
انقطاع النوم هو عملية الاستيقاظ عن عمد خلال فترة نومك الطبيعية والنوم بعد فترة قصيرة (من 10 إلى 60 دقيقة).	87	167
ويمكن القيام بذلك بسهولة باستخدام منبه هادئة نسبياً ليُعيدك إلى وعيك دون إيقاظك كلياً.	73	145
إذا وجدت نفسك تعيد ضبط الساعة خلال نومك، فيمكنك وضعها على الناحية الأخرى من الغرفة، مما يُجبرك على النهوض من السرير لإيقافها.	104	207
تتضمن الخيارات الأخرى، المبنية على النظم الحيوية، شرب الكثير من السوائل (خاصة الماء أو الشاي، إحدى مُدرّات البول المعروفة) قبل النوم، مما يجبر الشخص على النهوض للتبول.	141	279
يرتبط مقدارُ السلام الداخلي الذي يملكه الشخص بشكل عكسي بمقدار التوتر في جسده وروحه.	70	139
كلما قل التوتر، كلما زادت الإيجابيّة التي تمنحها قوة الحياة. كل شخص لديه القدرة الكامنة على إيجاد السلام والرضا التامين.	101	200
يستطيع أن يصل الجميع إلى التنوير. الشيء الوحيد الذي يعيقنا في الطريق إلى هذا الهدف هو توترنا وسلبيتنا.	85	168
تستند البوذية التبتية على تعاليم بوذا، لكنها امتدت من خلال طريق ماهايا للحب وتقنيات أخرى من اليوغا الهندية.	90	179
إن البوذية التبتية بسيطة للغاية من حيث المبدأ. وهي تتألف من يوغا الكونداليني والتأمل ومسار الحب الذي يحتضن الجميع.	96	190
تستيقظ طاقة "كونداليني" (طاقة التنوير) من خلال وقفات اليوجا وتمارين التنفس والترانيم والتخيلات، مع "كونداليني يوجا".	101	195
مركز التأمل التبتي هو الإله يوجا. من خلال تصور الآلهة المختلفة، يتم تنظيف قنوات الطاقة، وتنشيط الشاكرا، وخلق وعي التنوير.	102	202
مثلت ألمانيا عدواً مشتركاً في الحرب العالمية الثانية، وهو ما أدى إلى التعاون بين الاتحاد السوفيتي والولايات المتحدة الأمريكية، ولكن مع نهاية الحرب، أدى تصادم الأنظمة والإجراءات والثقافات إلى اندلاع الصراع بين الدولتين.	186	371
مع مرور عامين على نهاية الحرب، و أصبح الحلفاء السابقون أعداء الآن وبدأت الحرب الباردة.	72	143
كان من المفترض أن تستمر هذه الحرب طيلة الأربعين عاماً القادمة، وأن يكون القتال على أرض الواقع، بواسطة جيوش بالوكالة، في ساحات القتال من أفريقيا إلى آسيا، وفي أفغانستان، وكوبا، والعديد من الأماكن الأخرى.	169	337
وبحلول 17 أيلول من عام 1939، كان الدفاع البولندي قد انهار بالفعل، وكان الأمل الوحيد هو التراجع وإعادة التنظيم على طول الجسر الروماني.	111	215
ومع ذلك، فقد أصبحت هذه الخطط قديمة بين عشية وضحاها، عندما دخل أكثر من 800000 جندي من الجيش الأحمر للاتحاد السوفيتي وكوّنوا الجبهتين البيلاروسية والأوكرانية بعد غزو المناطق الشرقية من بولندا في انتهاك لمعاهدة ريغا للسلام واتفاقية عدم الاعتداء السوفيتية البولندية والمعاهدات الدولية الأخرى، الثنائية والمتعددة الأطراف.	270	533
يُعدُّ استخدامَ السُفن لنقلِ البضائع الطريقة الأكثر فاعلية لنقل كمياتٍ كبيرةٍ من الأشخاصِ والبضائعِ عبر المحيطات.	98	195
جرت التقاليد على أن وظيفة القوّات البحريّة هي ضمان قدرة بلدك على نقل شعبك وبضائعه، بينما في الوقت نفسه، اعتراض قدرة عدوّك على نقل شعبه وبضائعه.	118	235
من الأمثلة الحديثة الأكثر جدارةً بالملاحظة هي حملة شمال الأطلسي في الحرب العالمية الثانية. حيث حاول الأمريكيون نقل الأفراد والمواد عبر المحيط الأطلسي في سبيل مساعدة بريطانيا.	148	294
وفي الوقت ذاته، كانت البحرية الألمانية تحاول التصدي لهذا الغزو قوامها في هذا استخدام الغواصات.	80	159
لو فشل الحلفاء، لتمكنت ألمانيا على الأرجح من غزو بريطانيا كما فعلت مع بقية أوروبا.	68	135
يبدو أن الماعز قد دُجّن للمرة الأولى منذ ما يقرب من 10 آلاف عام في جبال زاغروس الإيرانية.	72	141
بدأت الثقافات والقبائل القديمة في الاحتفاظ بها لسهولة الوصول إلى الحليب والشعر واللحوم والجلود.	82	163
كانت الماعز الداجنة تُربى عموماً في قطعان تجولت على التلال أو مناطق الرعي الأخرى، وغالباً ما تُرعى بواسطة رعاة الماعز الذين كانوا في الغالب أطفالاً أو مراهقين، على غرار الراعي المعروف على نطاق واسع. ولا تزال طرق الرعي هذه مستخدمة حتى اليوم.	199	396
أُنشئت طرق العربات في إنجلترا في وقت يرجع إلى القرن السادس عشر.	52	103
على الرغم من أن عربات السكك الحديدية القديمة كانت تتكون فقط من ألواحٍ خشبيةٍ متوازيةٍ، إلا أنها سمحت للخيول بسحبها لتحقيق سرعاتٍ أكبر وسحب أحمالٍ أكبر مقارنة بالطرق التي كانت تعتبر أكثر من وعرةٍ في ذلك التوقيت.	174	347
تم اختراع قضبان القطارات في وقت مبكر نسبياً لتثبيت المسارات، ولكن اتضح بعد ذلك مع الوقت أن وضع شريط حديدي أعلى المسار يجعله أكثر فاعلية.	112	223
وقد أصبح ذلك عرف متبع، إلا أن الحديد أدى إلى المزيد من التآكل للعجلات الخشبية للعربات.	71	141
وفي النهاية، تم استبدال العجلات الخشبية بعجلات حديدية. في عام 1767، تم إدخال أول قضبان حديدية كاملة.	84	162
كان المشي أول وسيلة مواصلات، بدأ البشر المشي بانتصاب منذ مليوني عام بالتزامن مع ظهور الهومو إريكتوس (تعني الإنسان المنتصب)	103	204
أسلافهم، أسترالوبيثكس، لم يمشوا بشكل مستقيم على نحوٍ ثابتٍ.	51	101
عُثر على فصائل ذات قدمين في حفريات أسترالوبيثكس من 4.2 إلى 3.9 مليون سنةٍ مضت، على الرغم من أن ساحيلانثروبوس قد يكون قد مشى على قدمين منذ سبعة ملايين سنةٍ.	126	245
يمكننا أن نبدأ في العيش بشكل أكثر تناسباً مع البيئة، ويمكننا الانضمام إلى الحركة البيئية، ويمكننا حتى أن نكون نشطاء من أجل تقليل المعاناة المستقبلية بدرجة ما.	132	263
هذا هو تماماً مثل علاج الأعراض في كثير من الحالات. ومع ذلك، إذا كنا لا نريد حلاً مؤقتاً فقط، فعلينا أن نجد جذر المشكلات، ويجب علينا إنهائها.	114	226
إنه من الواضح بشكل كاف أن العالم تغير كثيراً بسبب التقدم العلمي والتقنية للبشرية، وأصبحت المشاكل أكبر بسبب زيادة السكاني ونمط الحياة المترف للإنسان.	125	249
بعد تبنيه من قبل الكونغرس في 4 يوليو، أُرسلت مسودةٌ مكتوبةٌ بخط اليد وقعها رئيس الكونغرس جون هانكوك وأمين السر تشارلز طومسون على بعد البعض من الأبنية إلى مطبعة جون دونلاب.	141	280
وخلال الليل تم عمل ما بين 150 و200 نسخة، تعرف الآن باسم "نشرات دنلاب النقدية".	64	119
كانت أول قراءة عامة للوثيقة بواسطة جون نيكسون في باحة قاعة الاستقلال في الثامن من تموز.	72	143
أُرسلت واحدة منهم إلى جورج واشنطن في السادس من يوليو، وقد قرأها على قوّاته في نيويورك في التاسع من يوليو. ووصلت نسخة منها إلى لندن في العاشر من أغسطس.	122	242
تمثل مطويات دنلاب الخمس والعشرون أقدم النسخ الباقية من مستند إعلان الاستقلال الأمريكي، ولكن النسخة الأصلية المكتوبة بخط اليد لم يُكتب لها النجاة.	123	245
يعتقد العديد من علماء الحفريات اليوم أن مجموعة واحدة من الديناصورات قد نجت وهي على قيد الحياة اليوم. ونسميها الطيور.	97	192
لا يفكر العديد فيها باعتبارها ديناصورات لأن لديها ريشًا ويمكنها الطيران.	62	123
لكن هناك الكثير من الأشياء حول الطيور التي لا تزال تبدو مثل الديناصورات.	60	119
لديهم أقدام ذات موازين ومخالب، ويضعون البيض، ويمشون على ساقيهم الخلفية مثل الديناصورات.	75	149
تعتمد جميعُ أجهزة الحاسوبِ المستخدمة اليوم افتراضياً على معالجة المعلومات المشفرة في شكل أرقامٍ ثُنائية.	90	179
يمكن أن تكون قيمة الرقم الثنائي قيمة واحدة فقط من قيمتين، وهما 0 أو 1، ويُشار إلى هذه الأرقام على أنها أرقام ثنائية - أو بتّات، إذا استخدمنا لغة الحاسوب الاصطلاحية.	134	264
التسمم الداخلي قد لا تظهر عوارضه فوراً. التشخيص الفوري لا يمكن بناؤه عند ظهور أعراض كالتقيؤ والتي هي عامة بشكل كافٍ.	96	190
قد يكون أفضل مؤشر للتسمم الداخلي وجود حاوية مفتوحة للأدوية أو المواد الكيميائية المنزلية السامة.	82	163
راجع الملصق للتعرف على إرشادات الإسعافات الأولية الخاصة بالسم المحدد.	60	119
علماء الحشرات يستخدمون مصطلح "البق" بمعناه الرسمي للإشارة لهذه المجموعة من الحشرات.	72	141
هذا المصطلح مشتق من المعرفة القديمة ببق الفراش، وهي حشرات تكيفت بشكل كبير على التطفل على البشر.	79	157
يتسم كل من "البق القاتل" و"بق الفراش" بطول مدة الحضانة، ويتكيفان مع العيش في عش أو سكن مضيفهم.	77	149
في الولايات المتحدة الأمريكية هناك ما يقارب 400,000 حالة معروفة من مرض التصلب المتعدد (ت م) مما يجعله أكثر الأمراض العصبية انتشاراً بين الشباب والبالغين ذوي الأعمار المتوسطة.	147	284
مرض التصلب العصبي المتعدد هو مرض يصيب الجهاز العصبي المركزي، والذي يتكون من الدماغ والحبل الشوكي والعصب البصري.	94	187
أظهرت الأبحاث أن الإناث أكثر عرضةً مرتين للإصابة بمرض التصلب المتعدد عن الذكور.	67	133
قد يقرر زوجان أنه ليس من مصلحتهما أو من مصلحة طفلهما أن يربيا طفلاً رضيعًا.	61	121
قد يختار هؤلاء الأزواج وضع خطة تبني لأطفالهم.	38	75
ضمن عملية التبنّي، ينهي الوالدان الأصليان حقوقهما الأبوية حتى يتمكن زوجان آخران من رعاية الطفل.	81	161
الهدف الرئيسي للعلم هو معرفة الطريقة التي يعمل بها العالم من خلال منهجٍ علميٍ. هذه الطريقة في الواقع ترشد معظم البحث العلمي.	103	204
وبالرغم من هذا فليس وحده، التجريب والتجربة الاختبار الذي يمكن استخدامه لتفنيد واحدة أو أكثر من الفرضيات المحتملة؛ طرح الأسئلة وإجراء الملاحظات يوجه البحث العلمي أيضاً.	142	283
ركّز علماء الطبيعة والفلاسفة على النصوص القديمة و، بصورة خاصّة، على الإنجيل باللغة اللاتينيّة.	81	161
تم قبول آراء أرسطو حول جميع المسائل العلمية، بما في ذلك علم النفس.	54	107
بينما انحدرت المعرفة لدى اليونانيين، وجد الغرب نفسه معزولاً عن جذوره الفلسفية والعلمية اليونانية.	84	167
يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.	124	247
تم توثيق الإيقاعات الدورية، التي ليست مجرد استجابات للإشارات الدورية الخارجية، لمعظم الكائنات الحية، بما في ذلك الخاصة بالبكتيريا والفطريات والنباتات والحيوانات.	140	279
الساعات البيولوجية هي متذبذبات ذاتية ستستمر لفترات من الدورات المتتابعة حتى في حالة عدم وجود مؤثراتٍ خارجية.	92	183
كانت تجربة هيرشي وتشيس واحدة من الدلائل الرئيسية على أن الحمض النووي مادة وراثية.	68	135
استخدم هيرشي وتشيس العاثيات أو الفيروسات لإدخال الحمض النوويّ الخاصّ بهما إلى الجراثيم.	75	149
قاموا بتجربتين لوسم إما حمض العاثيات النووي مستخدمين فوسفور مشع أو بروتينها بكبريت مشع.	74	147
قد يكون للطفرات مجموعة متنوعة من الآثار المختلفة، على حسب نوع الطفرة، وأهميّة قطعة المادّة الوراثيّة المتأثّرة، وما إذا كانت الخلايا المتأثرة من خلايا الخط الإنتاشي.	140	279
يمكن فقط نقل الطفرات في خلايا الخط الجرثومي إلى الأطفال، بينما يمكن أن تسبب الطفرات في أماكن أخرى موت الخلايا أو السرطان.	100	199
تجذب السياحة الطبيعيّة الناس المهتمّين بزيارة المناطق الطبيعيّة بغرض الاستمتاع بالمناظر، بما فيها الحياة البريّة النباتيّة والحيوانيّة.	119	237
تتضمن الأمثلة على الأنشطة التي يمكن القيام بها في الموقع الصيد، وصيد الأسماك، والتصوير، ومشاهدة الطيور، وزيارة الحدائق، ودراسة المعلومات عن النظام البيئي.	132	263
مثالٌ على ذلك هو زيارة إنسان الغاب وتصويره ومعرفة المعلومات عنه في بورنيو.	62	123
يُغادر الناس المدن الصغيرة في سياراتهم في كل صباح ليذهبوا إلى أماكن عملهم ويقابلهم في الطريق الآخرون العاملون في المكان الذي غادروه للتو.	115	229
في حركة النقل المفعمة بالحيويّة هذه، الجميع يدعم نوعاً ما عبر منظومة نقل أساسها السيّارات الخاصّة ويتصل خلالها.	94	187
يشير العلم الآن إلى أن هذا الاقتصاد الضخم المعتمد على الكربون قد أزاح المحيط الحيوي من إحدى حالاته المستقرة التي دعمت التطور البشري على مدى المليوني سنةٍ الماضية.	135	269
يشارك الجميع في المجتمع ويستخدمون أنظمة المواصلات. يشتكي الجميع من أنظمة المواصلات.	72	142
نادراً ما تسمع في البلدان المتقدمة مستويات مماثلة من الشكاوى حول جودة المياه أو الجسور التي تسقط.	81	161
لماذا تولد أنظمة النقل مثل هذه الشكاوى، ولماذا تفشل بشكل يومي؟ هل مهندسو النقل غير أكفاء؟ أم أن هناك شيئاً أكثر جوهرية يحدث؟	102	204
حركة المرور هي دراسة حركة السائقين و المركبات الفردية بين نقطتين والتفاعلات التي يقومون بها مع بعضهم البعض.	90	179
للأسف، دراسة حركة السير صعبة لأنه لا يمكن توقع سلوك السائق بيقين مائة في المئة.	65	129
لحسن الحظ، يميل السائقون إلى التصرّف في نطاق معقول الاتساق؛ بهذا، تتمتع حركة المرور باتساق معقول، ويمكن التعبير عنها رياضيّاً بالتقريب.	115	229
ولتوضيح تدفق حركة المرور بشكل أفضل، أقيمت علاقات بين الخصائص الرئيسية الثلاثة: (1) التدفق (2) الكثافة، و (3) السرعة.	98	185
تساعد هذه العلاقات في تخطيط مرافق الطرق وتصميمها وتشغيلها.	50	99
وكانت الحشرات أول الحيوانات التي تطير في الهواء. فقد ساعدتهم قدرتهم على الطيران على الهروب من الأعداء بسهولة أكبر والعثور على الغذاء والأزواج على نحو أكثر كفاءة.	135	268
تتميّز معظمُ الحشراتِ بقُدرتها على ثَني أجنحتِها للخلفِ بطولِ الجسدِ.	60	119
وهذا يمنحهم مجموعة أكبر من الأماكن الصغيرة للاختباء من الحيوانات المفترسة.	64	127
الحشرات الوحيدة التي لا يُمكنها طي أجنحتها اليوم هي اليعسوب وذبابة مايو.	61	121
منذ آلاف السنين، قال رجل يُدعى أرسطرخس أن النظام الشمسي يدور حول الشمس.	59	117
رأى البعض أنه على حق ولكن العديد من الناس اعتقدوا بعكس ذلك؛ أن النظام الشمسي يدور حول الأرض بما فيها الشمس (وحتى النجوم الأخرى).	105	207
يبدو هذا منطقياً، لأنم لا تشعر أن الأرض تتحرك، أليس كذلك؟	47	94
نهر الأمازون هو ثاني أطول نهر وأكبر نهر في العالم. يحمل مياه أكثر بثمان مرات من ثاني أكبر نهر في العالم.	84	166
نهر الأمازون هو أيضاً أعرض نهر على الأرض، يصل عرضه في أوقات إلى 6 أميال.	58	114
تأتي 20٪ من المياه التي تصب من أنهار الكوكب في المحيطات من نهر الأمازون.	59	115
نهر الأمازون الرئيسي طوله 6,387 كم (3,980 ميلاً). وهو يجمع المياه من آلاف الأنهار الصغيرة.	76	138
بالرغم من استمرار بناء الأهرامات الحجرية حتى نهاية المملكة المصرية القديمة، إلا أن الأهرامات في الجيزة لم يتفوق عليها من حيث الحجم والتميز الفني في البناء شيء.	133	265
اندهش المصريون القدامى في المملكة الحديثة من آثار أسلافهم، والتي عمرت لما يزيد على ألف سنة.	76	151
يبلغ عدد سكان مدينة الفاتيكان حوالي ٨٠٠. وهي أصغر دولة مستقلة في العالم وأقل تعدادٍ سكانيِّ.	77	152
تستخدم مدينة الفاتيكان اللغةَ الإيطالية في وضع تشريعاتها واتّصالاتها الرّسمية.	69	137
الإيطاليّة أيضاً هي لغة الحياة اليوميّة التي يستخدمها معظم العاملين بالدولة، بينما تُستخدم اللاتينيّة عادةً في المراسم الدينيّة.	111	221
جميع سكان مدينة الفاتيكان من الروم الكاثوليك.	39	77
لقد عرف الناس بوجود العناصر الكيميائية الأساسية مثل الذهب والفضة والنحاس منذ العصور القديمة، حيث يمكن اكتشاف كل هذه العناصر في الطبيعة في شكلها الأصلي ويمكن استخراجها بطريقة سهلة نسبياً باستخدام أدوات بدائية.	176	351
افترض الفيلسوف أرسطو أن كل شيء يتكون من مزيج من عنصر أو أكثر من أربعة عناصر هي الأرض والماء والهواء والنار.	87	173
كان هذا أشبه بالحالات الأربع للمادة (بنفس الترتيب): الصلبة والسائلة والغازية والبلازما، على الرغم من افتراضه أيضاً أنها تتحول إلى مواد جديدة لتشكيل ما نراه.	132	260
السبائك هي بشكل أساسي خليط من اثنين أو أكثر من المعادن. لا تنسَ أن هناك العديد من العناصر في الجدول الدوري.	87	172
تعتبر عناصر مثل الكالسيوم والبوتاسيوم من المعادن. وهناك بالطبع معادن مثل الفضة والذهب أيضاً.	79	156
يمكنك أيضاً أن تحصل على سبائك تحتوي على كميات صغيرة من العناصر غير المعدنية مثل الكربون.	73	145
خُلِق كل شيء في الكون من مادة. خُلِقت كل المواد من جزيئات صغيرة تُسمي بالذرات.	64	126
الذرات صغيرة للغاية حتى أن تريليونات منها يمكنها أن تشغل حيز النقطة الموجودة في نهاية هذه الجملة.	81	161
ومن ثمّ، كان القلم الرصاص صديقاً جيداً لكثير من الناس عندما ظهر.	53	105
للأسف، مع ظهور أدوات جديدة للكتابة، تم إحلال قلم الرصاص إلى مكانةٍ واستخداماتٍ أقل.	70	139
يكتب الناس الآن رسائل على شاشات الكمبيوتر، دون الاحتياج إلى استخدام المباراة.	66	131
ولا يملك المرء إلا أن يتساءل عما قد تصبح عليه لوحة المفاتيح حين يأتي شيء أحدث منها.	67	133
تعمل القنبلة الانشطارية على أساس أنها تجمع الطاقة لتكوِّن نواة مليئة بالبروتونات والنيوترونات.	82	163
مثل دحرجة عربة ثقيلة أعلى تل. تنشق النواة مرة أخرى وينطلق جزء من تلك الطاقة.	62	122
تضم بعض الذرّات نوى غير مستقرّةٍ مما يعني أنها تتجه إلى التفكك مع القليل من الإيعاز أو بدون إيعاز.	80	159
سطح القمر يتكون من الصخور والغبار. تُسمى الطبقة الخارجية للقمر القشرة.	60	118
يبلغ سمك القشرة حوالي 70 كيلومتراً على الجانب القريب 100 كيلومتر على الجانب البعيد.	70	134
إنه أنحف تحت ماريا وأكثر سمكاً تحت المرتفعات.	38	75
قد يكون هناك المزيد من البحار القمرية على الجانب القريب لأن القشرة أقل سمكاً. كان من الأسهل على الحمم أن تخرج إلى السطح.	98	194
تدور نظريات المحتوى حول إيجاد ما يثير الناس أو يجذبهم.	45	89
تقترح هذه النظريات إلى أن الناس لديهم احتياجات أو رغباتٍ معينة تظهر ذاتياً عند وصولهم إلى مرحلة البلوغ.	86	171
تبحث هذه النظريات في الشيء الذي يجعل بعض الأشخاص يريدون الأشياء التي يفعلونها والأشياء في بيئتهم المحيطة التي تجعلهم يفعلون أو لا يفعلون أشياء معينة.	125	249
نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.	77	153
بصفة عامة، يمكن أن يظهر سلوكان عندما يبدأ المديرون في قيادة أقرانهم السابقين أحدهما هو محاولة البقاء "مثل الآخرين" (أو الأخريات).	109	213
يُوَاجه هذا النوع من المديرين صعوبةً في اتّخاذ قراراتٍ غيرَ محببةٍ، وتنفيذ الإجراءات التأديبيةِ، وتقييمات الأداءِ، وتحديد المسؤوليةِ، ومحاسبةِ الأشْخاصِ.	134	267
وعلى الطرف النقيض، يتحول الفرد إلى شخص لا يمكن التعرف عليه يشعر أن عليه/عليها تغيير كل ما كان الفريق يقوم به وامتلاكه.	97	192
ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.	53	105
ويؤدي هذا السلوك في أوقات كثيرة إلى خلافات بين القادة وبقية أعضاء الفريق.	61	121
تخضع الفرقُ الافتراضية إلى نفس معاييرِ التميّز مثل الفرق التقليدية، ولكن هناك اختلافات دقيقة.	80	159
غالباً ما يعمل أعضاء الفريق الافتراضي كنقطة اتصال لمجموعاتهم المادية الفورية.	67	133
وغالبا ما يكون لديهم استقلالية أكبر من أعضاء الفرق التقليدية حيث أن فرقهم قد تجتمع وفقا لمناطق زمنية مختلفة قد لا تكون مفهومة من قبل إدارتهم المحلية.	123	245
وُصِف وجود "فريق خفي" حقيقي من (لارسون ولافاستو ,1989, p109) بأنه مكون فريد لفريق إفتراضي.	76	137
يرفع كلُّ عضوٍ تقاريره إلى فريق الإدارة "الفريق غير المرئي". حيث يضع "الفريق غير المرئي" المعايير لكلِّ عضو.	91	176
لما قد ترغب منظمة ما في إنشاء منظمة تعليمية بينما هي عملية تستهلك وقتاً طويلاً؟ الابتكار أحد مقاصد تطبيق مفاهيم التعلم التنظيمي.	107	213
عند استغلال جميع الموارد المتاحة بشكل فعال عبر الإدارات الوظيفية في المنظمة، يمكن أن يتحقق الإبداع والبراعة.	92	183
ونتيجة لذلك، يمكن أن يُسفر التآزر داخل المنظمة للتغلب على العقبات إلى نشوء إجراءات مبتكرة جديدة تُلبي احتياجات العميل.	100	199
قبل أن تكون المنظمة قادرة على الابتكار، يجب على القيادة خلق ثقافة الابتكار والمعرفة المشتركة والتعلّم التنظيمي.	95	189
(Angel (2006، يشرح طريقة الاستمرارية كطريقةٍ يتم استخدامها لمساعدة المؤسسات على الوصول إلى مستوى أعلى من الأداء.	96	180
توفّر البيانات المرتبطة بعلم الأعصاب أدلّة ملموسة للمنهج النظري في تقصّي المعرفة. بذلك تعمل على تقلُّص منطقة البحث وتجعلها أكثر دقّة بكثير.	118	234
يدعم الترابط بين علم أمراض الدماغ والسلوك العلماء في أبحاثهم.	52	103
من المعروف منذ فترة طويلة أن الأنواع المختلفة من تلف الدماغ، والصدمات، والآفات، والأورام تؤثر على السلوك وتسبب تغيرات في بعض الوظائف العقلية.	119	237
يسمح لنا ظهور التقنيات الجديدة برؤية تركيبات وعمليات الدماغ و إجراء أبحاث عليها فيها بشكل لم يسبق له مثيل.	88	175
هذا يوفر لنا الكثير من المعلومات والمواد لبناء نماذج المحاكاة التي تساعدنا على فهم العمليات في أذهاننا.	87	173
بالرغم من أن للذكاء الاصطناعي دلالة قوية للخيال العلمي، فإنه يشكل فرعاً هاماً للغاية من علوم الكمبيوتر، ويتعامل مع السلوك والتعلم والتكيف الذكي في الآلة.	129	257
يتضمن البحث في الذكاء الاصطناعي صنع الآلات للقيام بالمهام التي تتطلب سلوكاً ذكياً بشكلٍ آليٍ.	79	157
تتضمن الأمثلة التحكم والتخطيط ووضع الجداول والقدرة على الإجابة على تشخيصات الزبائن وأسئلتهم، وإضافة إلى ذلك التعرف على خط اليد والصوت والوجه.	120	239
أصبحت مثلَ هذه الأشياء مجالاتٍ منفصلةٍ تركز على تقديم حلولٍ لمشاكل الحياة الحقيقيّة.	72	143
يُستخدم نظام الذكاء الاصطناعي الآن في حقول الاقتصاد، والطب، والهندسة، والجيش، كما تم استخدامه لبناء عدة تطبيقات برمجية على الحواسب المنزلية وألعاب الفيديو.	133	265
تعتبر الرحلات الميدانية جزءاً كبيراً من أي فصل دراسي. في كثير من الأحيان قد تحب المعلمة اصطحاب طلابها إلى أماكن لا يمكن الذهاب إليها بالحافلة.	118	234
تتيح التقنية الحل من خلال الزيارات الميدانية الافتراضية. يمكن للطلاب مشاهدة القطع الأثرية بالمتحف أو زيارة حوض الأسماك أو الاستمتاع بالفن الجميل أثناء جلوسهم زملائهم في الصف.	148	294
كما أن مشاركة رحلة ميدانية افتراضية طريقة رائعة لاسترجاع رحلة معينة وتبادل الخبرات مع الفصول المستقبلية.	89	177
فعلى سبيل المثال، يقوم طلاب كل عام من مدرسة بينيت في ولاية كارولينا الشمالية بتصميم موقع إلكتروني حول رحلتهم إلى عاصمة الولاية، ويتم إعادة تصميم الموقع الإلكتروني كل سنة، ولكن يتم الاحتفاظ بالإصدارات القديمة على الإنترنت لتكون بمثابة سجل قصاصات.	206	411
كما يمكن للمدونات المساعدة في تحسين كتابة الطلاب. في حين يبدأ الطلاب في الأغلب تجربتهم في المدونات بقواعد نحوية وإملائية غير متقنة، فإن وجود جمهور يغير ذلك بشكل عام.	137	272
وبما أن الطلاب هم الجمهور الأكثر انتقاداً في أغلب الأحيان، فإن كاتب المدونة يبدأ في السعي لتحسين الكتابة لتجنب الانتقاد.	101	201
كما أن المدونات "ترغم الطّلاب على أن يصبحوا أكثر ذكاء حول العالم من حولهم". إن الحاجة إلى تغذية اهتمام الجمهور تلهم الطلاب على أن يكونوا بارعين ومفيدين (Toto، 2004).	137	260
التدوين هو أداة تلهم التعاون وتشجع الطلاب على توسيع نطاق التعلم إلى ما بعد اليوم الدراسي التقليدي.	82	163
